,title,artist,genre,lyric
751,  드레스  Feat  경민           , 구형빈  HyungBin   ,R amp B Soul,"우리 꿈꿔온 시간이야 지금 이 순간 하늘도 우릴 축복해 햇살이 따뜻해 이 선샤인 Babe 입어봐 드레스 I promise you promise you promise you I promise you Yeah forever 이른 아침 일어나서 날 깨워주는 사람이 그게 너라서 난 가끔은 믿기지가 않아 내 삶이 너하나로 바뀌어 버렸잖아 널 설명하라고 그건 말도 안돼 입이 열개라도 절대 모자란데 그저 난 널 사랑할뿐이야 baby 둘이서 걷던 이 길은 많은 시간이 흘렀어 이제 어딜가던 니생각이 넘쳐나서 Yeah 온통 너로 가득해 baby baby Woo 우리 꿈꿔온 시간이야 지금 이 순간 하늘도 우릴 축복해 햇살이 따뜻해 이 선샤인 Babe 입어봐 드레스 I promise you promise you promise you I promise you Yeah forever Promise that i'll be by your side And always make u smile 시간이 지나도 We are still the same 바뀐건 숫자뿐이겠지 지금 내 옆에 그려볼래 너와 나의 팔레트 매일 아침은 또 너와 함께 잡은 손은 놓치않아 약속해 I'd been dreaming all night 꿈만같아 나를 안아주는 너 너와 함께 있는 시간 hope it's slow and long 멀지않아 우린 또 밤을 지새우지 잠에서 깨도 우린 꿈만 같이 keep on goin High I've been holdin tight I believe in you 우리 꿈꿔온 시간이야 지금 이 순간 하늘도 우릴 축복해 햇살이 따뜻해 이 선샤인 Babe 입어봐 드레스 I promise you promise you promise you I promise you Yeah forever 
"
752,  Parade          , Route    ,R amp B Soul,"All the way i go is a parade pop the bottle of a champagne All the way i go is a parade 우린 춤을 추고 노래해 밤새 일단 한 번 밖에 나가서 생각해 고민없이 일단 go away 아무렇게나 걸어 다닐 때 I'm ok now feel like i'm a pliot babe I had too many thoughts in my head 아직은 좀 더 내려놔도 괜찮아 됐어 that's ok 비웃어도 돼 i'm on my way 도시에 섞인 채 도시에 섞인 채 미숙한 우리의 미숙한 우리에게 솔직하게 라리라리랄라 시시하지 않아 이미 나도 너도 일단 스포트라이트 그 자체인 걸 All the way i go is a parade pop the bottle of a champagne All the way i go is a parade 우린 춤을 추고 노래해 밤새 그냥 들어 ay 가보니 별 거 없더란 말에 난 굴하지 않아 my life's on a party 지금 어디니 또 뭐하니 Don't be stuck in a corner Come out yeah by the kick driving 집 앞이야 고민 말고 일단 나와 baby 도시에 섞인 채 도시에 섞인 채 미숙한 우리의 미숙한 우리에게 솔직하게 라리라리랄라 시시하지 않아 이미 나도 너도 일단 스포트라이트 그 자체인 걸 All the way i go is a parade pop the bottle of a champagne All the way i go is a parade 우린 춤을 추고 노래해 밤새 Route 49 we on a fire Route 49 we on a higher Route 49 we on a fire Route 49 we on a higher 
"
753,  어떤 우울이 우리를 흔들겠어요  Best regards           , 유라  youra   ,R amp B Soul,"거기 누구 있나요 또 쉬이 목을 매나요 어떤 우울이 우리를 흔들겠어요 힘들었나요 뭉툭한 너의 수화기 속에 거저 주어지는 마른 덤덤함을 토해요 시나브로 허무함이 날 관통할 때 잠식된 날 찾아 품에 데려다줘 순수한 나비 그림자를 만들어 동그란 물빛의 활주로 우린 느닷없게 숲이 되어줄게 Ah This is fearless No judgement You've got to read Green green us this is fearless Ah 어떤 우울이 우리를 흔들겠어요 우리를 흔들겠어요 요즘 어때요 왜 근심을 몸에 새겨요 어떤 우울이 우리를 흔들겠어요 잘 지냈나요 부드러운 너의 입버릇 속에 거저 주어지는 마른 덤덤함을 토해요 시나브로 허무함이 날 관통할 때 잠식된 날 찾아 품에 데려다줘 순수한 나비 그림자를 만들어 신비한 출구로 날아가 우린 느닷없게 숲이 되어줄게 Ah This is fearless No judgement You've got to read Green green us this is fearless Ah 어떤 우울이 우리를 흔들겠어요 우리를 흔들겠어요 어떤 사람이 우리를 흔들겠어요 우리는 충분했어요 오후엔 사랑을 말하겠어요 
"
754,  이제 그만 안녕해요  estinto           , 한올  ,포크 블루스,"우리 이제 그만 안녕해요 아쉬운 마음 모두 놓아요 사랑하지 않는단걸 알아버린 순간이 왔어요 우리 이제 그만 안녕해요 무거운 마음도 놓아주어요 사랑하지않아요 이제 더이상 서로를 위해주어요 그댈 잊은 채 사는 건 어려운 일은 아닐거에요 미워하지 말아요 그리워도 말아요 그저 날 잊고 살아요 서로 잊은 채 사는 건 어려운 일은 아닐거에요 날 미워하지 말아요 그리워도 말아요 이제는 잊고 살아요 우리 이제 정말 이별해요 이제는 그만 받아들여요 우리의 시간은 끝나겠지만 어떻게든 살아갈거에요 우리 이제 정말 이별해요 달라질 건 아무것도 없어요 서로의 삶 속에 우리가 없을 뿐 또 우린 살아갈거에요 
"
755,  할 말이 없어  Feat  Jayci Yucca           , 고야  GOYA   ,R amp B Soul,"할 말이 없어 너와의 이별은 아쉽지 다 좋은 기억이지만 조금은 아쉽긴 해 속 안에 있는 말 다 적긴 그래 알잖아 매번 넘기지 그냥 난 뭐 이제 아무 말도 안 하고 싶어 왠지 그냥 이렇게 무뎌지길 바랬지 내 손은 너와 닿을 수 없는 곳에 차라리 우리 끝이 없게 가깝지 않았었던 때로 내 머릿속에서 못 지웠던 너의 이미진 내 눈앞을 가려 다 못 드러내 별거 아닌 척 뭐라 표현이 안돼 잠겨있는 듯 답답해 할 말이 없어 너와의 이별은 아쉽지 다 좋은 기억이지만 조금은 아쉽긴 해 속 안에 있는 말 다 적긴 그래 알잖아 매번 넘기지 그냥 난 뭐 이제 I'm sorry girl 내가 달린 이유는 for you 자존심을 꺾고 만들었어 곡 for you 너의 동네 나타나지 않아 난 for you 대신 들리게 해줄게 내 목소리 are you okay 천 단위 꽂히는 통장을 소유 너와 같이 탈 뻔했던 차는 곧 보유 하게 될 같아 의미 없는 짓이 아냐 너로 인해 내가 정말 결국 해냈잖아 이게 만약 2013년도가 아니라 지금에 날 맞이했다면 너가 다시 올까 아마 아니겠지만 결말을 본듯해 열심히 살았고 결국 나의 손끝에 남은 건 너가 아니라 내 가치와 존재 너가 나를 살게 만들었나 보네 할 말이 없어 너와의 이별은 아쉽지 다 좋은 기억이지만 조금은 아쉽긴 해 속 안에 있는 말 다 적긴 그래 알잖아 매번 넘기지 그냥 난 뭐 이제 할 말이 없어 너와의 이별은 아쉽지 다 좋은 기억이지만 조금은 아쉽긴 해 속 안에 있는 말 다 적긴 그래 알잖아 매번 넘기지 그냥 난 뭐 이제 
"
756,  MAGENTA          , 제인팝  ,댄스,"비 내리는 저녁 일곱 시 한 조각의 그림 같은 신도시 이른 어둠에 조금 일찍 깨어났네요 내려다보이는 거리 위로 비를 밟는 자동차 소리와 비에 젖은 아스팔트에 비추는 저 안개등은 뭔가 비밀로 기억하고 싶은 어제 물방울이 맺힌 차창 밖엔 멈춰버린 모습 필름 같은 우리 현상되기 전 네거티브 진심이 전해질 것 같지 않아 널 보는 내 맘은 또 아웃 포커스 고개를 저어 다시 눈을 뜬 도시는 선홍색의 마젠타 비 내리는 한 밤의 도로엔 마주 오는 차가 없네 어차피 돌아갈 곳도 혼자인 건 마찬가진데 내려다보이는 거리 위로 비를 밟는 자동차 소리와 비에 젖은 아스팔트에 비추는 저 안개등은 뭔가 비밀로 기억하고 싶은 어제 물방울이 맺힌 차창 밖엔 멈춰버린 모습 필름 같은 우리 현상되기 전 네거티브 진심이 전해질 것 같지 않아 널 보는 내 맘은 또 아웃 포커스 고개를 저어 다시 눈을 뜬 도시는 선홍색의 마젠타 돌아보면 기억나지 않는 모두 빛바랜 추억으로 안녕히 널 필름처럼 되감을 수 있다면 진심이 전해질 것 같지 않아 널 보는 내 맘은 또 아웃 포커스 고개를 저어 다시 눈을 뜬 도시는 조금씩 짙어지는 물안개 속에 선홍색의 마젠타 
"
757,  불시착          , SAGA  ,록 메탈,"뜨거운 건 그대 귓가에 내 모든 건 나의 눈가에 이른듯한 아침이 오면 난 말해버릴지도 몰라 지는듯한 별을 잡으면 난 사라져 버릴지 몰라 우린 미워하게 될 거야 아주 오래 도망 다니자 우릴 미쳐 보지 못하게 영원을 쫓기자 나를 닮은 바다를 좇아 단 하나의 배가 되어서 이른듯한 아침이 오면 난 말해버릴지도 몰라 지는듯한 별을 잡으면 난 사라져 버릴지 몰라 우린 미워하게 될 거야 아주 오래 도망 다니자 우릴 지쳐 보지 못하게 영원을 쫓기자 영원을 쫓기자 영원을 쫓기자 
"
758,  algorithm  Prod by edenbyeden           , Mabinc  ,R amp B Soul,"너가 바라던 모습 지금 이런 사람일까 걱정이 살짝 앞서 그렇다고 무작정 내 맘 표현해도 될까 정답이 없다 해도 누가 방법이라도 알려줘 제발 이런 내 맘도 모르고 핸드폰에선 하면 안되는 행동이 왜 뜨고 그래 검색해 볼까 생각만 했는데 너조차도 이 마음 알면서 모르는 척 애써 미소 지어주는 걸까 아님 내가 아니더라도 그럴 거였을지 그대가 내 안에 사는 듯이 머릿속에 종일 자꾸 눈앞에 너가 보여 모두 다 내 맘 정도는 다 보이나 봐 티가 나나 봐 
"
759,  사적 언어          , 필교  ,R amp B Soul,"그대 내게 서서히 입 맞춰도 돼요 뜬 눈에 놓인 미소는 나를 닮아있네요 쓸데없는 얘기도 의미 있다 느껴져 너로 배인 습관까지도 그대가 보여준 세상은 감추어진 모습 위에 다시 그려 두는 꿈 서로가 서로여야 하는 이유들로 저 하늘을 수놓을까요 잠결에 흘러든 멜로디 내가 널 얼마큼 좋아하는지 넌 모를 거야 초라해진 내 모습도 안아주게 만들어 그 누구도 너보다 이해할 수 없을 거야 삐뚤어진 자국까지도 그대가 보여준 세상은 감추어진 모습 위에 함께 그려 두는 꿈 서로가 서로여야 하는 이유들로 저 하늘을 수놓을까요 머지않은 날이 두려워진대도 우리의 미래를 이곳에 둘게요 그대가 보여준 세상은 변해가는 내 모습을 더욱 아름답게 해 서로가 서로여야 하는 이유들로 이 도시를 수놓을까요 
"
760,  changed my room          , 유은의 방  ,포크 블루스,"i don’t have my books i don’t have my pens i don’t have my toys i don’t have my dolls i don’t have my desk i don’t have my chair i don’t have my clothes i don’t have my bed i don’t have my hands i don’t have my feet i don’t have my touch i don’t have my smell i don’t have my eyes i don’t have my face i don’t have my voice i don’t have my mind 
"
761,  선물  Vocal by 현유시인           , 서성일  ,록 메탈,"별빛이 쏟아진 밤 홀로 걸어 나와 한참을 서성이다 손끝이 무뎌질 때쯤 넌 넘어와 미소를 건네주네 허공에 떠도는 감정들 텅 빈 방 안을 채워주고 갈수록 깊어진 달빛은 더욱 애타게 만들어 날 설레이게 해 날 밤새 잠 못 이루게 해 조그마한 순간도 내겐 다 소중하니까 내일이 없던 날 내일을 기다리게만 해 오늘이 지나가면 만날 수 있을까 혹시 무슨 일이 생긴 걸까 지금쯤 어디로 가고 있을까 수많은 생각에 알 수 없는 기분을 밝혀줘 언제나 그랬듯이 귓 가에 맴도는 종소리 텅 빈 내 마음을 대신해 주고 갈수록 깊어진 달빛은 더욱 애타게 만들어 날 설레이게 해 날 밤새 잠 못 이루게 해 조그마한 순간도 내겐 다 소중하니까 내일이 없던 날 내일을 기다리게만 해 오늘이 지나가면 만날 수 있을까 날 설레이게 해 날 설레이게 해 날 설레이게 해 날 밤새 잠 못 이루게 해 조그마한 순간도 내겐 다 소중하니까 내일이 없던 날 내일을 기다리게만 해 오늘이 지나가면 만날 수 있을까 
"
762,  wantyouback                   , 고재원  LIMBO   ,랩 힙합,"아직도 기억해 너의 미소 그 예쁜 눈동자에 아직 빠져 있어 we was up and down like a seesaw 실수했던 모습마저 in love 아직도 여전히 난 want you baby 하나하나 선명해 모습 뭐든 너의 함께 걷던 길 함께 듣던 노래 너와 먹던 umm 자주 갔던 동네 그곳에 있는 카페 아메리카노 한잔에 umm 찡그리는 표정 i love it yeah 이젠 다시 볼 수 없어 하나두 umm 여전히 어색해 이런 감정은 yeah 하나 둘 셋 다시 숫자를 세 눈 감으면 이건 꿈여야 해 아냐 아직 안 돼 그래 너여야 해 니 옆에 다른 사람 나는 상상 안 돼 baby won't you back 너를 내 품에 다시 한번 안아보고 싶어 lady baby want you back 돌아와줄래 너없이는 난 아무것도 안 돼 안 돼 여전히 아름다워 너의 미소 난 여전히 그 자리에 멈춰 있어 어쩌면 내가 멍청한 건지도 그걸 알았다면 좀 더 쉬웠겠지 뭐 baby i'm sorry 난 널 보내기엔 아직 어린가 봐 여전히 마음 구석이 다 비어서 너로 채워야만 하나 봐 girl 제발 돌아와 여전히 되지 않아 이해 담배만 계속 피네 니 친구들을 피해 다녀야지 너를 위해 어줍지 않은 핑계 더 숨지 나는 뒤에 꿈꿨어 너와 미래 너를 찾고 있네 이제 더는 볼 수 없는 사진 할 수 없는 것들까지 꿈속에 나와 니가 아직 그게 괴롭기만 하지 방법이 없어 딱히 너도 나와 같다면 baby 내 손을 다시 잡아줘 baby won't you back 너를 내 품에 다시 한번 안아보고 싶어 lady baby want you back 돌아와줄래 너없이는 난 아무것도 안 돼 안 돼 baby come back to me yeah 다시 돌아와줄래 지금 니가 필요해 baby come back to me yeah baby won't you back 너를 내 품에 다시 한번 안아보고 싶어 lady baby want you back 돌아와줄래 너없이는 난 아무것도 안 돼 안 돼 baby come back to me yeah 다시 돌아와줄래 지금 니가 필요해 baby come back to me yeah 
"
763,  다섯 살의 나는          , 다섯의 나  ,발라드,"다섯 살의 나는 겨누고 있는 생각 없이 나무가 뱉는 바람을 맞으며 누워있지만 그때의 하늘이 모두에게 아름다웠음 해요 저물어가는 곳에 피어나는 꽃처럼 잊혀져가는 날의 노을빛 하늘도 지나가는 당신의 눈에 아름다웠음 해요 지금의 나는 당신과 같을 수 없지만 어느 날에는 당신과 닮기를 너와 내가 같은 웃음을 지으며 서로의 바람으로 흘러가기를 저물어가는 곳에 피어나는 꽃처럼 잊혀져가는 날의 노을빛 하늘도 지나가는 당신의 눈에 아름다웠음 해요 지금의 나는 당신과 같을 수 없지만 어느 날에는 당신과 닮기를 너와 내가 같은 웃음을 지으며 서로의 바람으로 흘러가기를 길고 외로운 아픔 속에 멀게만 느껴지던 아이들의 웃음소리가 조금씩 들려오기 시작하는 지금의 나는 당신과 같을 수 없지만 어느 날에는 당신과 닮기를 너와 내가 같은 웃음을 지으며 서로의 바람으로 흘러가기를 지금의 나는 당신과 같을 수 없지만 어느 날에는 당신과 닮기를 너와 내가 같은 웃음을 지으며 서로의 바람으로 흘러가기를 그때의 하늘이 모두에게 지나가는 당신의 눈에 아름다웠음 해요 
"
764,  만약 우리가     Prod 차민호           , 차현호  ,발라드,"너와 함께 연락하고 지냈던 날들 시간이 지나 너와 연락이 끊기게 되고 너의 빈자리엔 새로운 사람이 생기고 나는 그 빈자릴 지켜봤어 너에게서 오랜만에 연락이 온 그날 네가 연애한다는 그 말을 듣고 응원했었지 만약 우리가 시간 여행을 해서 과거로 돌아가면 그땐 우린 달랐을까 만약 그때 너를 다시 잡았다면 우린 지금 행복할 수 있었을까 나는 너와 잘 되고 싶었는데 너는 날 친구로 밖에 생각 안 했나 봐 만약 우리가 시간 여행을 해서 과거로 돌아가면 그땐 우린 달랐을까 만약 그때 너를 다시 잡았다면 우린 지금 행복할 수 있었을까 지금 이러면 안 될 거 알지만 네가 너무 보고 싶어서 다신 볼 수 없지만 너를 자꾸만 그리워하게 돼 만약 우리가 시간 여행을 해서 과거로 돌아가면 그땐 우린 달랐을까 만약 그때 너를 다시 잡았다면 우린 지금 사랑할 수 있었을까 
"
765,  나아간다는 것 머무른다는 것  feat  김명재           , 리선  ,포크 블루스,"가늠할 수 없는 것들이 너무 많아 선택이란 점점 어려워져 겁은 나는데 마음은 급해 가야 해 말아야 해 누군 세모고 누군 네모래 난 무얼 그려야 해 모르겠어 난 모르겠어 나아간다는 것 머무른다는 것 그 어느 것도 쉽지 않은 나의 하루는 멀어져 가네 오늘도 여전히 답을 모른 채로 사라져가네 사라져가네 내 많은 바램들 사이로 그저 주어진 하루를 살래 그것만으로 숨이 차 누군 달리고 누군 뒤쫓는 고단한 하루의 끝 모르겠어 난 모르겠어 나아간다는 것 머무른다는 것 그 어느 것도 쉽지 않은 나의 하루는 멀어져 가네 오늘도 여전히 답을 모른 채로 사라져가네 사라져가네 내 많은 바램들 멀어져가네 야속하게도 사라져가네 서글프게도 붙잡을 수 없는 시간은 자꾸 나를 지나쳐 달아나네 아득해지는 오늘 하루도 밤의 틈 사이로 사라져가네 사라져가네 내 많은 바램들 사이로 
"
766,  Goodbye Tonight          , Korean Paper  코리안 페이퍼   ,랩 힙합,"내가 대학에 처음 왔을 때 보였지 사람들의 발걸음이 내가 기숙사에 처음 잠들 때 룸메 형과의 첫 만남을 뒤로 하고 그날 무슨 꿈을 꿨는진 몰라도 일어나서 새로이 꿈을 꾸었어 내게 주어진 과대표라는 미숙한 짐을 두고서 걸어 올라갔어 Time to go 교수님의 첫인상 마치 하나의 거울 고등학교 친구들아 너네는 어때 적응 되어가니 난 첫날부터 도서관에서 하루를 감싸 보내었지 그때 너도 처음 만났을 거야 지금은 멀리 있대도 2년 후에 다시 볼 수 있을 거야 그 자리에서 다시 꿈을 갖는 거야 모든 것이 변해도 변하지 않는 것이 있듯이 너와 나의 사이도 변하지 않는 거야 예전 같이 사진을 찍었던 벚꽃 나무의 자리는 이젠 공허하대도 멈출 수 없는 앞길을 달리는 발걸음을 계속 지켜보고만 있어도 내게는 아직 좋은 사람들이 곁에 이젠 떠나고 싶지 않아도 어쩔 수 없네 괜찮아 나의 모든 사랑을 너에게 남겨두고 떠나네 내가 이 곳을 떠날 때 네가 날 잊지 않았음 해 내가 다시 돌아오고 나면 네가 반갑게 맞이했음 해 어느 날 우연히 다가온 기횐 ε-Master가 되었을 땐 새로이 쓰여갔지 나의 역사는 드라마 같아 사회문화 덕분에 과탑을 놓쳤던 난 처음 배우는 해석학이라는 낯선 섬을 만나 선원들과 힘을 내어 섬을 정복했다가 다시 여행을 떠나여 그래 방학특강 풀어야 할 문제는 어찌도 그리 많았던가 사실 여름방학을 보낼 땐 오히려 개강이 기다려졌었어 너의 모습 또한 많이 그리웠어 주말시험은 고되었지만 이젠 이 삶이 익숙해져 오히려 불안해져 내 첫사랑도 빛내어 이젠 모든 것에 빚내어 다시 갚을 날이 오기 위해 떠나지 아마 그 곳에 맡겨두고 갈 거야 언젠가 꼭 다시 꺼내 열어볼 수 있게 내가 이 곳을 떠날 때 네가 날 잊지 않았음 해 내가 다시 돌아오고 나면 네가 반갑게 맞이했음 해 시간의 열차는 거꾸로 향해 되돌아볼 추억거리가 많네 스무 살의 나날을 불태어 보내어 후회 없이 사는 행복한 나날들이 떠올려가네 So you got a reget Uh huh No 그저 아쉬움만 내겐 힘들 때 언제나 기대준 건 너희들이었어 함께했던 시절을 다 기억하지 수없이 샜던 과방의 모습 주말 곳곳이 갔던 천변과 집의 모습 또 어질러진 기숙사에서 바라봤던 눈으로 뒤덮인 듯 새하얀 학교 도서관에 있다가 그 순간 내게 맴도는 말 Boy Don’t lose your passion Don’t worry about it Mama 끝나지 않을 것만 같던 오늘 밤처럼 난 끝내 이루고 말 거야 내가 이 곳을 떠날 때 네가 날 잊지 않았음 해 내가 다시 돌아오고 나면 네가 반갑게 맞이했음 해 겨울방학 특강이 거의 끝나가고 있어 21학번은 이제 서서히 흩어져 과잠을 입고 돌아다니던 나날들과 함께 밥을 먹던 친구들의 얼굴들 모두 잊지 못할 거야 Everybody Goodbye Tonight 내가 이 곳을 떠날 때 네가 날 잊지 않았음 해 내가 다시 돌아오고 나면 네가 반갑게 맞이했음 해 
"
767,  plastic body          , orange flavored cigarettes  ,록 메탈,"Saturday night I work alone I'm stuck in a show window Maybe I was hallucinating Mannequins keeps moving Oh baby I had a plastic body Actually I'm stuck in my mind Let's braking the time and crush the glass I wanna belong to your world So I can breath and I got free I took off my Gucci shirt Get off my life can't control me Oh lights are coming closer Oh baby I had a plastic body Actually I'm stuck in my mind Let's braking the time and crush the glass I wanna belong to your world Oh baby I had a plastic body Literally my body is break Let's braking the time and crush the glass Just wanna belong to your world Oh baby I had a plastic body Actually I'm stuck in my mind Let's braking the time and crush the glass I wanna belong to your world 
"
768,  Kiss My Lips          , 고스락 K  Gosrak K   ,일렉트로니카,"Kiss my lips Kiss my lips Stay with me and never let go Notice every second my love for you grows for you grows Listen to my heart as it screams your name Look into my eyes as you fix the pain Kiss my lips Kiss my lips Kiss my lips Kiss my lips Stay with me and never let go Notice every second my love for you grows Listen to my heart as it screams your name Look into my eyes as you fix the pain Kiss my lips Kiss my lips Kiss my lips Kiss my lips Notice every second my love for you grows for you grows Listen to my heart as it screams your name Look into my eyes as you fix the pain Kiss my lips Kiss my lips Kiss my lips Kiss my lips 
"
769,  일방통행          , 윤대천  ,발라드,"어쩌면 내가 못 본 건지 몰라 못 보고 그냥 지나친 것 같아 어쩌면 내가 안 본 건지도 몰라 알면서도 모르는 척 지나쳐 간다 돌아갈 수 없는 이 길을 지나온 길에 널 남겨두고 난 외면한 거야 너를 지나치는 그 순간을 어쩌면 내가 돌아볼지 몰라 돌아갈 수조차 없는 길에 여전히 네가 서 있다 해도 모르는 척 알면서도 지나쳐 간다 돌아갈 수 없는 이 길을 지나온 길에 널 남겨두고 너도 외면한 거야 내가 힘들었던 그 시간을 혼자 버텨온 그 시간은 나 혼자만의 일방통행 너에게서 멈출 거라 믿었던 복잡한 이 길을 지나쳐 간다 돌아갈 수 없는 이 길을 지나온 길에 널 남겨두고 난 외면한 거야 너를 기다리는 그 시간에 너를 지나치던 그 순간을 
"
770,  Upcoming          , M an  ,R amp B Soul,"I don’t know what I gotta do 복잡하게 굴다가 삐뚤어져도 이게 맞는 건지 모르겠구 그것도 내 길이 되기를 바라는 중 아무것도 하기 싫다가도 갑자기 조바심이 나는 게 이게 맞는 건지 모르겠구 이것도 내 길이 되기를 바라는 중 어제도 이렇게 살았는데 오늘 뭐 달라질게 있겠어 내가 움직이지 않으면 절대 변하지 않는 게 인생 그게 너무 짜증나 이게 맞는 건지 모르겠구 이것도 내 길이 되기를 바라는 중 어차피 나는 몰라 근데 아무도 몰라 그저 오늘을 살아 적막한 밤만 빛나 뭐가 틀린 건지도 뭐가 맞는 건지도 너도 모르지 이 life 그래 다 그런 거야 Ah I think I got no time but I wasting my time 4 5 6 시간은 가는데 그저 하는 것 없이 방황만 해 어쩔 땐 간절하게 기도하다가도 놔버리고 파 지끈대는 생각 다 꺼버리고 그냥 잠이나 자고 싶어 어차피 나는 몰라 근데 아무도 몰라 그저 오늘을 살아 적막한 밤만 빛나 뭐가 틀린 건지도 뭐가 맞는 건지도 너도 모르지 이 life 그래 다 그런거야 
"
771,  점점       Remastered           , 정민서  ,포크 블루스,"깊은 잠에서 깼을 때 가장 보고 싶은 사람이 있어 지친 하루의 끝에서 위로가 돼준 그 사람 바로 너야 어제는 너를 못 봐서 잠 못 드는 깊은 밤이었지 이렇게 내가 널 얼마나 기다려야 널 내 품에 안을까 점점 더 그대에게 가까이 점점 더 그대에게 다가갈 거야 널 점 찍은 뒤부터 나에겐 너라는 점만 보여 오늘은 너를 위해서 작은 목도리를 준비했지 이렇게 내가 널 얼마나 아끼는데 왜 넌 내 마음 모르니 점점 더 그대에게 가까이 점점 더 그대에게 다가갈 거야 널 점 찍은 뒤부터 나에겐 너라는 점만 보여 아이처럼 해맑은 네가 너무 좋아서 너와 연애란 걸 해보고 싶어 이제 점점 더 그대에게 가까이 점점 더 그대에게 다가갈 거야 널 점 찍은 뒤부터 나에겐 너라는 점만 보여 점점 더 그대에게 가까이 점점 더 그대에게 다가갈 거야 널 점 찍은 뒤부터 나에겐 너라는 점만 보여 
"
772,  SKY DIVE          , 권가영  span    span 정성우  ,포크 블루스,"파란을 머금은 바람 인사해 Say Hi 딱 기분처럼 완벽한 날이야 널 향해 가는 이 순간 들떠 자꾸만 모두 이뤄질 것만 같아 구름을 딛고 한 발 올라선 시야에 네가 보여 숨겨온 맘을 안고 날아올라 높이 Fly High High High 네 세상 위로 맘을 조준하고서 You 뛰어 Sky-Dive 이 기류는 날 분명 네게 닿게 할 걸 믿어 All right 너의 하늘 속으로 수평선을 따라서 You 떠나 Sky-Dive 찰나 같은 풍경도 눈이 부시도록 빛나 All time 태양이 내려 네게 가는 이 여정을 응원해줘 간직한 맘을 펼쳐 날아올라 높이 Fly High High High 네 세상 위로 거릴 좁히고 있어 You 뛰어 Sky-Dive 저기 도착지 너머 네가 있다는 걸 느껴 All right 푸른 바다빛처럼 넓은 네 품 속으로 You 떠나 Sky-Dive 나를 끌어안아줘 마치 기적처럼 힘껏 All time 
"
773,  이 늦은 시간에도 매미는 운다          , AAirLine  ,록 메탈,"남은 일 중 쉬운 게 없네 하루 절반 자고 일어나서 이유부터 찾기 시작하면 아 밤이구나 아 밤이구나 이거 진짜 큰일 났는데 몸을 일으키는 것조차도 미루고 또 밀어내다 보면 아 밤이구나 아 밤이구나 그러다 마주친 사진 하나가 나를 또다시 예전 모습으로 이 늦은 시간에도 매미는 운다 시끄럽게도 운다 언제일까 게을러진 건 생각 없이 천장만 보다가 청소라도 할까 일어나면 아 밤이구나 아 밤이구나 그러다 마주친 사진 하나가 나를 또다시 예전 모습으로 이 늦은 시간에도 매미는 운다 시끄럽게도 운다 이 감정 얼마 가지 못할 거야 그냥 두면 다시 원점일 거야 궤도를 이탈하는 행성에 힘을 실어주오 힘을 실어주오 이 늦은 시간에도 매미는 운다 시끄럽게도 운다 
"
774,  비공개계정  feat ONDO  SUM           , 이키  iki   ,R amp B Soul,"아끼는 아이돌 좀 별로라 했던 게 심기를 건드렸나봐 뷰러를 바꾼 걸 눈치 못 챘던 게 그게 좀 속상했나봐 하필 속상할 때 일 생겨서 gotta go now Oh you fine 정신 없어서 톡 좀 못한 것 뿐인데 oh my oh my oh my oh my oh my god Mama Tell me what happens to me now 볼 수 없어 너의 인스타 everything oh 이게 무슨 일이야 DM 좀 봐 제발 내가 뭐를 잘못했나 얘기해주면 안되겠니 딴 남자와 찍은 사진 좀 올리지말고 말고 오히려 이럴 땐 냉정해 혹시 나 ex가 되버린거니 부재중 전화와 안 읽은 카톡이 네게 좀 부족했나봐 I feel sorry but I don’t know what can I do for you For you 며칠 지남 괜찮아 질 줄 알았는데 oh my oh my oh my oh my oh my god Mama Tell me what happens to me now 볼 수 없어 너의 인스타 everything oh 이게 무슨 일이야 DM 좀 봐 제발 내가 뭐를 잘못했나 얘기해주면 안되겠니 딴 남자와 찍은 사진 좀 올리지말고 말고 Love me more than you think you love me Hate me more than I hate myself just go before it hurts you before it blinds you before I love you ay Mama Tell me what happens to me now 볼 수 없어 너의 인스타 everything oh 이게 무슨 일이야 DM 좀 봐 제발 내가 뭐를 잘못했나 얘기해주면 안되겠니 딴 남자와 찍은 사진 좀 올리지말고 말고 
"
775,  사랑에 빠졌을 때  Vocal 김수린           , NA U  ,R amp B Soul,"내가 이럴 줄은 몰랐어 정신 차려보니 어린 애가 돼있네 얼마나 창피했었는지 그만해 속으론 다 알면서 너에게 어리광만 부리는 이런 나도 내가 참 낯설어 어디 까지 보여줄 꺼니 좋아하면 다 그런거라던데 그만큼 내가 널 좋아 하나봐 가끔 어린 아이처럼 굴어도 계속 사랑해줄꺼지 네가 나를 보며 웃을 때 괜히 부끄러워 눈빛을 고갤 돌려 피하게 되네 행복해하는 너와 나 좋아하면 다 그런거라던데 그만큼 내가 널 좋아 하나봐 가끔 어린 아이처럼 굴어도 계속 사랑해줄꺼지 낯 가리던 우리가 언제 이렇게 친해졌는지 어리광은 그만 할게 이대로만 사랑해줘야 돼 좋아하면 다 그런거라던데 그만큼 내가 널 좋아 하나봐 가끔 어린 아이처럼 굴어도 계속 사랑해줄꺼지 
"
